#Name	Car.Gen.vx_1	DM.Steer.Ang	Time
#Unit	m/s	rad	s
#nStates	0	0	0
	          16.10145	       0.004565699	             12.82
	         16.131756	      0.0041519292	             12.84
	          16.16206	      0.0037350259	             12.86
	         16.192364	      0.0033140625	             12.88
	         16.222666	      0.0028881859	              12.9
	         16.252968	      0.0024568816	             12.92
	          16.28327	       0.002019949	             12.94
	          16.31357	       0.001577381	             12.96
	          16.34387	      0.0011292296	             12.98
	         16.374168	     0.00067552656	                13
	         16.404467	      0.0002162656	             13.02
	         16.434763	    -0.00024859223	             13.04
	         16.465059	    -0.00071910664	             13.06
	         16.495356	     -0.0011953345	             13.08
	          16.52565	     -0.0016773226	              13.1
	         16.555944	     -0.0021651119	             13.12
	         16.586235	     -0.0026587341	             13.14
	         16.616524	     -0.0031582129	             13.16
	         16.646805	     -0.0036635681	             13.18
	         16.677074	     -0.0041748043	              13.2
	         16.707335	      -0.004691923	             13.22
	         16.737585	     -0.0052149249	             13.24
	         16.767822	     -0.0057438086	             13.26
	          16.79805	     -0.0062787691	             13.28
	         16.828264	     -0.0068205027	              13.3
	         16.858471	     -0.0073699271	             13.32
	         16.888666	     -0.0079272408	             13.34
	         16.918852	     -0.0084910989	             13.36
	         16.949026	     -0.0090594804	             13.38
	         16.979193	     -0.0096313208	              13.4
	          17.00935	      -0.010207087	             13.42
	         17.039497	      -0.010787983	             13.44
	         17.069635	      -0.011375153	             13.46
	          17.09976	       -0.01196933	             13.48
	         17.129869	      -0.012570802	              13.5
	         17.159964	      -0.013179586	             13.52
	         17.190041	      -0.013795609	             13.54
	         17.220102	      -0.014418789	             13.56
	         17.250147	        -0.0150491	             13.58
	         17.280176	      -0.015686575	              13.6
	          17.31019	      -0.016331274	             13.62
	         17.340187	      -0.016983259	             13.64
	         17.370173	      -0.017642623	             13.66
	         17.400143	      -0.018309424	             13.68
	         17.430098	       -0.01898372	              13.7
	         17.460041	      -0.019665573	             13.72
	         17.489971	      -0.020355027	             13.74
	          17.51989	      -0.021052128	             13.76
	         17.549795	      -0.021756915	             13.78
	         17.579689	      -0.022469431	              13.8
	         17.609571	      -0.023189751	             13.82
	         17.639442	      -0.023918375	             13.84
	         17.669304	      -0.024656553	             13.86
	         17.699154	      -0.025405137	             13.88
	         17.728994	      -0.026163178	              13.9
	         17.758825	      -0.026928496	             13.92
	         17.788647	      -0.027699709	             13.94
	          17.81846	      -0.028476955	             13.96
	         17.848263	      -0.029261192	             13.98
	         17.878059	      -0.030053452	                14
	         17.907846	      -0.030854477	             14.02
	         17.937626	      -0.031664651	             14.04
	         17.967398	      -0.032484099	             14.06
	         17.997162	       -0.03331282	             14.08
	         18.026918	       -0.03415079	              14.1
	         18.056669	      -0.034998011	             14.12
	         18.086412	      -0.035854556	             14.14
	         18.116148	      -0.036720257	             14.16
	          18.14588	      -0.037594222	             14.18
	         18.175604	      -0.038475282	              14.2
	          18.20532	      -0.039363123	             14.22
	         18.235033	      -0.040258631	             14.24
	          18.26474	      -0.041163225	             14.26
	         18.294439	      -0.042078096	             14.28
	         18.324135	      -0.043003969	              14.3
	         18.353825	      -0.043941114	             14.32
	         18.383509	      -0.044889051	             14.34
	         18.413187	       -0.04584685	             14.36
	         18.442862	      -0.046814624	             14.38
	          18.47253	       -0.04779426	              14.4
	         18.502193	      -0.048788317	             14.42
	         18.531849	      -0.049797662	             14.44
	         18.561493	      -0.050820887	             14.46
	         18.591129	      -0.051855844	             14.48
	         18.620756	      -0.052901238	              14.5
	         18.650372	      -0.053956792	             14.52
	         18.679909	      -0.055022489	             14.54
	         18.708797	      -0.056090675	             14.56
	         18.735657	       -0.05713135	             14.58
	         18.758408	      -0.058070041	              14.6
	         18.773605	      -0.058846056	             14.62
	         18.778212	      -0.059437301	             14.64
	         18.779663	      -0.059830919	             14.66
	         18.780388	      -0.060100924	             14.68
	         18.780481	      -0.060326695	              14.7
	         18.779991	      -0.060556248	             14.72
	         18.778957	      -0.060811684	             14.74
	         18.777426	       -0.06109954	             14.76
	         18.775328	      -0.061432026	             14.78
	          18.77269	      -0.061823554	              14.8
	         18.769747	      -0.062284727	             14.82
	         18.766615	      -0.062826045	             14.84
	         18.763365	      -0.063456714	             14.86
	         18.760042	      -0.064182229	             14.88
	         18.757862	      -0.064997613	              14.9
	         18.755749	      -0.065919161	             14.92
	         18.750256	      -0.066965662	             14.94
	         18.743311	      -0.068060406	             14.96
	         18.735588	      -0.069158085	             14.98
	         18.727449	      -0.070251033	                15
	         18.719154	      -0.071346477	             15.02
	         18.711058	      -0.072453767	             15.04
	          18.70402	      -0.073576957	             15.06
	         18.698685	      -0.074727498	             15.08
	         18.695234	      -0.075926788	              15.1
	         18.693569	      -0.077195168	             15.12
	         18.693485	      -0.078544855	             15.14
	          18.69483	      -0.079975426	             15.16
	         18.697462	      -0.081478104	             15.18
	         18.701275	      -0.083040014	              15.2
	         18.706177	      -0.084648743	             15.22
	         18.712101	      -0.086292267	             15.24
	         18.718992	      -0.087956429	             15.26
	         18.726803	      -0.089632623	             15.28
	         18.735485	      -0.091313392	              15.3
	         18.744991	      -0.092994377	             15.32
	         18.755278	       -0.09467987	             15.34
	         18.766304	      -0.096370541	             15.36
	         18.778034	      -0.098073997	             15.38
	         18.790432	      -0.099786617	              15.4
	         18.803457	       -0.10149831	             15.42
	          18.81708	       -0.10320453	             15.44
	         18.831264	       -0.10490338	             15.46
	         18.845985	       -0.10659273	             15.48
	         18.861219	       -0.10827398	              15.5
